Codigo;Latitud;Longitud
52057100;0.814;-77.662
52055170;0.930305556;-77.49119444
52055220;1.070611111;-77.63688889
44015070;1.082888889;-76.66711111
48015040;-3.78;-70.363
52055150;0.843111111;-77.38880556
44037040;1.72525;-75.66638889
51039010;1.819305556;-78.73027778
51025060;1.408638889;-78.28161111
51025090;1.55;-78.696
52077010;1.624055556;-77.47891667
51027060;1.424;-78.67
51020011;1.142;-77.929
44015060;1.157333333;-76.65183333
52055210;1.16;-77.27880556
26015030;2.356848889;-76.40354389
52035040;1.6185;-77.34361111
26015010;2.474833056;-76.58129361
21015050;1.925916667;-76.42755556
21015040;2.021583333;-76.11433333
52015050;2.032777778;-77.22166667
52025090;2.193833333;-76.75033333
21015060;2.221111111;-76.11888889
46015030;2.063;-74.76269444
21047010;2.232;-75.649
53075020;2.311416667;-77.25877778
26035090;2.699;-76.595
52045080;1.225111111;-77.28338889
21115170;2.759138889;-75.07455556
21097070;2.943;-75.309
57025020;2.963;-78.174
22025040;2.978;-76.064
24035380;6.509111111;-72.31416667
21057030;2.523;-75.962
21055070;2.548194444;-76.06394444
53045040;2.574416667;-77.89475
21087080;2.644;-75.544
21115180;3.133055556;-75.08152778
26075120;3.314055556;-76.18569444
26055100;3.416055556;-76.6515
26055110;3.185361111;-76.56930556
26135320;4.802611111;-75.38047222
26055120;3.378;-76.53388889
26085160;3.4255;-76.56061111
54077210;3.925147222;-77.34900556
21185090;4.188138889;-74.96047222
21195170;3.993611111;-74.39805556
21167090;4.011;-74.719
22075050;4.075805556;-75.70083333
35017020;4.103019444;-72.93638333
21167080;3.725194444;-74.82644444
26095320;3.834805556;-76.30000556
21137010;3.85;-74.936
21137050;3.443194444;-75.11880556
26085170;3.4545;-76.49972222
26105240;3.879111111;-76.10055556
21215190;4.435666667;-75.50036111
21217180;4.482;-75.286
23125170;5.333333333;-74.016666667
21195190;4.310111111;-74.31175
21206920;4.35;-74.15
21237010;4.387777778;-74.838375
31095030;3.868;-67.932
21195160;4.477;-74.384
22057010;3.908388889;-75.10327778
53119010;3.890175;-77.06190833
21235030;4.305333333;-74.80811111
21215160;4.470361111;-75.24386111
21215170;4.402;-75.229
26127010;4.41;-75.875
26105250;4.689777778;-75.92519444
26127040;4.758;-75.899
21255160;4.760722222;-74.83425
26135300;4.761916667;-75.74491667
26115090;4.775583333;-76.14427778
21206990;4.691416667;-74.209
26137220;4.728194444;-75.60344444
26125300;4.528305556;-75.59638889
35035130;4.713666667;-73.80325
21215180;4.418388889;-75.24866667
21206980;4.784277778;-73.87080556
21206940;4.577;-74.177
35025080;4.661;-73.82733333
35085070;4.84125;-73.25669444
26135310;4.847;-75.636
26155240;4.859444444;-75.38241667
21255170;4.870555556;-75.17327778
26177030;4.893;-75.883
35225030;4.91;-71.433
26135290;4.929583333;-75.73838889
26125290;4.531583333;-75.69069444
21206960;4.6;-74.06666667
21205012;4.638083333;-74.08908333
21209920;5.19225;-73.77905556
24015110;5.303805556;-73.85175
35215020;5.32;-72.388
35075080;5.392388889;-73.56277778
35237030;5.414;-71.668
23017040;5.206;-74.914
26145090;5.207472222;-75.90294444
35075070;5.21925;-73.35038889
54017040;5.265111111;-76.56275
35085060;5.294944444;-73.16994444
23065180;5.016861111;-74.47097222
26155220;5.048666667;-75.51388889
26155230;5.08525;-75.50713889
21206790;5.0905;-73.88125
35085080;5.099194444;-73.436
23065190;5.137611111;-74.48125
23035030;5.492861111;-74.658
35235040;5.419;-71.666
35217030;5.438;-72.455
23037010;5.469666667;-74.66216667
35160010;5.478;-72.949
55015010;5.521083333;-76.97316667
23125160;5.647027778;-74.07130556
23067060;5.125305556;-74.44705556
11027070;5.515;-76.576
35195060;5.524;-72.791
35217060;5.54;-72.232
35095120;5.556638889;-72.88175
35165000;5.575;-72.941
35167010;5.584;-72.9
35160020;5.6;-72.913
35160000;5.614;-72.867
24035360;5.985416667;-72.99702778
35215030;5.721;-72.488
23057140;5.731;-74.726
26187040;5.721138889;-75.55258333
26185050;5.859583333;-75.55627778
24035430;5.745916667;-73.11636111
24035410;5.753333333;-72.91115278
26185030;5.799166667;-75.78952778
36015020;5.816194444;-71.41983333
24025090;6.47;-72.96888889
26207080;5.965944444;-75.84147222
23097030;6.485;-74.401
24035370;6.506722222;-72.45266667
23127020;6.526;-74.086
27015300;6.253;-75.55
56019010;6.269;-77.433
23087210;6.276083333;-74.67330556
27015290;6.286333333;-75.61279167
35025110;4.057361111;-73.46791667
23195190;7.1;-73.066
23117030;6.733;-74.16
16027300;7.537194444;-72.77113889
23105070;6.571638889;-74.79472222
23195230;7.102611111;-73.10730556
27015280;6.632027778;-75.64444444
24035390;6.945388889;-72.69633333
24055070;6.823388889;-73.47205556
24055080;6.982972222;-73.70488889
37057020;7.035;-71.41638889
3206500045;3.516333333;-73.739733333
37015030;7.187;-72.8685
25017010;7.987972222;-75.41733333
23195240;8.123416667;-73.57986111
13037040;8.161;-76.096
27037010;8.03;-74.786
27037030;7.475;-74.921
23207040;7.480333333;-73.91855556
16015120;7.360944444;-72.66605556
16057030;8.197805556;-73.31825
16017030;7.694;-72.474
29045150;7.746;-76.433
25017020;7.853888889;-75.70972222
35071001;5.439;-73.351
25027020;8.992527778;-73.96944444
29065130;10.85;-74.13333333
15067020;10.908;-73.008
25025360;9.046333333;-73.97083333
25020470;9.118;-75.393
28035070;10.73213889;-73.39241667
25025380;9.164;-75.045
15067050;11.18;-72.553
13085050;9.253;-75.844
15065190;11.227;-72.821
25025002;9.304;-74.274
25025350;9.316388889;-75.3875
13095010;9.383;-75.667
15075150;11.59494444;-72.32575
15085050;12.08352778;-71.21094444
25025280;9.357083333;-75.28925
15015120;11.22305556;-74.18591667
17019010;12.556;-81.703
25025000;9.911972222;-74.08580556
23217080;8.284286111;-73.75338889
25025030;8.295;-75.165
25027760;8.302;-75.134
29015000;10.06444444;-74.85222222
28025120;10.02908333;-73.04619444
29035200;10.49;-75.12694444
29035000;10.14258333;-75.27827778
17035010;15.797;-79.852
25020600;8.49;-75.601
13057010;8.499;-75.979
29047070;10.268;-74.908
28015110;10.36533333;-72.99763889
25025340;8.596833333;-75.14269444
14019030;10.391;-75.534
25020430;8.717;-75.767
29065140;10.452;-73.973
28035060;10.46361111;-73.24805556
29065120;10.46536111;-73.92777778
29065000;10.51002778;-74.50666667
13055040;8.746944444;-75.91388889
13067020;8.751611111;-75.89241667
29045000;10.637;-74.919
35185010;4.260361111;-72.56447222
35167000;5.545;-72.884
35167020;5.557;-72.88
35217090;5.567;-72.584
29047000;10.937;-74.76
15067210;10.95;-73.051
15067220;11.511;-72.856
17015010;12.542;-81.731
17025020;13.36;-81.358
35235050;5.819;-72.167
25027270;8.102;-74.773
25027910;8.345;-74.561
32105080;2.553;-72.647
3518700145;4.88565;-72.900888889
51025080;1.248333333;-78.0925
11017020;5.412;-76.418
3518500127;4.987080556;-72.8651
35037100;4.235333333;-73.63536111
12015110;7.671138889;-76.69405556
26225060;6.533916667;-75.82733333
23085260;6.131916667;-75.41455556
26247050;7.582527778;-75.42005556
27015310;6.32975;-75.55211111
12025040;8.091805556;-76.71633333
11135030;8.036722222;-77.08786111
21115010;3.234;-75.168
54015020;5.27;-76.552
26035100;2.48;-76.828
47035030;-0.174;-74.898
15079010;12.224;-71.968
21105030;2.521694444;-75.32225
21015030;1.888472222;-76.29497222
47017110;0.807777778;-77.30694444
26135330;4.776361111;-75.4125
28025130;9.640611111;-73.52394444
15065040;10.89813889;-72.82847222
21197030;4.19225;-74.50072222
26155150;4.934527778;-75.35038889
5205500123;1.054805556;-77.27025
21015070;1.675833;-76.106841
21205660;4.581888889;-74.52661111
15017030;11.15891667;-74.12291667
21117110;2.805583333;-75.08555556
21215150;4.670777778;-75.32777778
21206600;4.782222222;-74.09433333
26155250;4.829805556;-75.37583333
21206950;5.236055556;-73.52508333
21206930;5.086444444;-74.02216667
21227010;4.535225;-74.88053056
23125140;5.520833333;-74.18241667
16055120;8.227694444;-73.3975
16015130;7.506722222;-72.48536111
21237020;5.202416667;-74.72761111
23157030;7.060194444;-73.876
35025090;4.664888889;-73.84663889
23087160;6.507333333;-74.86516667
21147030;3.327527778;-74.86691667
25025330;8.954222222;-73.63008333
23067020;5.4695;-74.59338889
29067160;10.79883333;-74.02858333
24037030;5.681722222;-73.23113889
44035040;1.733;-75.64502778
14015010;10.79416667;-75.26055556
15067200;10.917;-72.915
29045190;10.918;-74.78
15067150;10.926;-72.804
35107040;4.689094444;-73.04651944
21205710;4.669333333;-74.10266667
21205910;4.989222222;-74.00119444
21097120;2.728416667;-75.39638889
26247010;7.796777778;-75.37252778
12045020;9.071111111;-76.22444444
25027720;9.134;-73.773
35035110;4.273861111;-73.58686111
11057020;6.286666667;-76.76180556
23205050;7.885416667;-74.24097222
25010010;7.89;-75.68
15015060;11.11108333;-74.05469444
13077060;9.224444444;-75.83444444
21167060;3.926666667;-74.65694444
21127030;2.971777778;-75.59244444
16015501;7.932;-72.511
23127060;6.291944444;-74.09833333
37045010;6.946388889;-71.89055556
26155170;5.032222222;-75.43833333
24035250;6.188333333;-72.46633333
12015060;7.773944444;-76.66575
26180250;5.35;-75.31777778
56015010;6.223;-77.404
24025050;6.274;-73.151
11077020;6.298361111;-76.13447222
24015300;5.655833333;-73.54394444
35095130;6.362;-72.282
24017640;6.448888889;-73.30694444
24027070;6.444722222;-73.15833333
23085080;6.483583333;-74.83669444
26217010;6.554972222;-75.86419444
23195090;7.365833333;-72.9875
52055160;0.846583333;-77.92122222
23065110;5.484166667;-74.35458333
23107020;6.732194444;-74.40694444
24030950;6.706388889;-72.72972222
11115020;6.758027778;-76.02966667
24017600;5.878138889;-73.57025
11027030;5.862;-76.15205556
26017060;2.204166667;-76.49744444
24025030;5.966388889;-73.16389139
23087190;5.998361111;-74.93825
35235010;6.012;-72.529
22057060;3.481361111;-75.46697222
26125061;4.455;-75.766
35027140;4.070194444;-73.7625
35087020;5.083;-73.068
35080050;5.096;-73.053
52017110;2.328361111;-76.84822222
26015040;2.448041111;-76.43574694
24037290;5.759888889;-72.90652778
26027200;2.53675;-76.55844444
23087660;6.172666667;-75.33786111
21050090;2.551444444;-75.8065
23020080;5.266;-75.144
23067080;5.257138889;-74.34569444
26167070;5.268305556;-75.66419444
21107020;2.566388889;-75.37427778
35197190;5.283472222;-72.70194444
21257120;4.940194444;-75.08980556
21205791;4.706;-74.151
26147140;4.987944444;-75.85891667
24015380;5.347222222;-73.89833333
23087150;6.143472222;-75.37994444
28037030;10.38411111;-73.23247222
24037490;6.437972222;-72.63830556
35217010;5.369;-72.41372222
26057030;3.243;-76.592
21137030;3.263416667;-75.25097222
35020300;4.254;-74.003
26157170;4.820388889;-75.37713889
21195120;4.395777778;-74.39613889
35027001;4.403;-73.941
35057010;4.396222222;-73.29252778
21197080;4.400027778;-74.36358333
21205940;4.834972222;-74.38397222
26155260;4.840666667;-75.36161111
26180180;5.71525;-75.2945
22077050;4.150388889;-75.306
23067040;5.759222222;-74.63175
21257100;4.795083333;-74.97194444
21217200;4.300611111;-75.20655556
21160260;3.839777778;-74.68830556
47017070;1.106305556;-76.985
35197020;5.506805556;-72.75480556
15065501;11.13758333;-72.61594444
23087230;6.211972222;-74.60711111
26125710;4.813;-75.74
35260050;5.561;-70.281
24037080;5.566972222;-73.04672222
26155270;4.886611111;-75.42897222
26157190;4.900916667;-75.45111111
21257090;4.890777778;-74.85313889
24035340;5.677;-72.968
21187030;4.232055556;-75.09272222
24017740;5.677888889;-73.54213889
35105050;4.468666667;-72.95358333
21057050;2.331444444;-75.94216667
35027100;4.428638889;-74.01019444
54020090;5.074;-76.677
21201580;4.447;-74.155
26015050;2.191722222;-76.48202778
21206620;4.635;-74.174
21206280;4.653833333;-74.33305556
35195020;5.027;-72.87
21257070;5.019916667;-74.89088889
26075150;3.533;-76.382
22045010;3.722444444;-75.50344444
33035010;4.574;-71.341
54015010;5.233444444;-76.03163889
24037190;5.807611111;-73.01380556
24030350;5.83;-73.045
21145080;3.589777778;-74.70294444
35197030;5.18;-72.568
15015100;11.31;-73.933
52017030;2.147777778;-77.04666667
46035010;1.640222222;-75.16266667
44197020;-1.31;-69.619
44055010;0.738;-75.236
52055230;0.857;-77.678
15035020;11.2525;-73.41138889
25027050;8.025444444;-75.08975
25017030;8.030277778;-75.68027778
15065180;11.53;-72.918
15075501;12.22430556;-71.98288889
27027060;6.939694444;-75.38083333
16035030;8.076666667;-72.80305556
11117050;7.004388889;-76.26638889
23190700;6.993333333;-73.06777778
14015080;10.44725;-75.51602778
29035080;10.45358333;-74.95463889
23195110;7.025555556;-73.16722222
16025040;8.167777778;-72.46861111
16015110;7.898777778;-72.48716667
15017060;11.254;-74.139
28047050;9.930972222;-73.95880556
25025190;8.399333333;-75.58372222
23195200;7.473888889;-72.99111111
37037010;7.034555556;-72.15261111
29067060;10.5;-74.13333333
29067150;10.57491667;-74.12666667
11117040;7.229444444;-76.43805556
16017010;8.233611111;-72.41722222
13027040;8.236;-74.96
3706500109;7.063780556;-70.733080556
13035501;8.826;-75.825
23195502;7.121;-73.185
21201200;4.343;-74.184
23180070;7.39;-73.48944444
16035010;8.638333333;-72.72666667
25027240;8.906;-74.966
2403000114;6.5774;-72.479
3502500135;4.229669444;-73.812625
2403700149;6.5607;-72.5012
2403000113;6.6058;-72.4836
23197690;6.969166667;-73.13055556
23190130;7.196111111;-72.97055556
16040050;7.934444444;-73.21166667
24030680;6.653333333;-72.59083333
47015100;1.159944444;-77.16147222
44017070;1.705;-76.56222222
21037020;1.752277778;-75.94541667
52020070;1.814166667;-76.78288889
51035020;1.819166667;-78.73
44017120;1.213611111;-76.66102778
21017030;1.8735;-76.23172222
52057050;1.383;-77.48227778
52040050;1.397333333;-77.03052778
21017040;1.988;-76.012
44017110;1.050916667;-76.54888889
52050090;1.055;-77.5
52050080;1.094;-77.392
52050060;1.099;-77.3
52055090;1.108;-77.389
44037080;1.497333333;-75.72497222
48015050;-4.193861111;-69.94091667
29045180;11.039;-74.82
25025240;8.544;-74.543
2802500079;10.088694444;-73.731666667
2403000117;6.447166667;-72.497694444
35027520;4.661027778;-73.833333333
5204700100;1.199805556;-77.265694444
11159010;8.616;-77.331
26255030;7.157277778;-75.44222222
12027010;8.204055556;-76.52466667
11047040;5.697991667;-76.66225833
2804500076;10.415194444;-73.643555556
2906500077;10.77175;-74.019138889
2403500083;5.523033333;-73.076847222
2403500085;6.187794444;-72.835602778
2703700106;7.561888889;-74.804222222
29004520;11.00638889;-74.785
11105020;7.154;-76.977
54057010;4.673;-76.933
54050010;4.717;-76.917
11030010;5.375;-76.613
21197010;4.011694444;-74.504444444
23105060;6.774;-74.797
35027510;4.6645;-73.863083333
11037030;5.585;-76.753
24037620;0.0;0.0
16027120;7.834;-72.65
16047010;8.043333333;-73.08305556
16037030;8.103611111;-72.79472222
37027010;7.196972222;-72.42477778
16027060;8.350277778;-72.43472222
16057040;8.541111111;-73.24611111
2306500106;5.001902778;-74.537586111
3507500133;5.422822222;-73.375777778
2604500134;2.952388889;-76.262083333
2120500135;4.85475;-74.032669444
2702500107;6.900555556;-75.326019444
11045010;5.691;-76.644
54020020;4.956;-76.606
24017590;5.872777778;-73.67777778
11050020;5.995;-76.78
56010040;5.708;-77.266
54025010;4.898;-76.232
54010010;5.159;-76.689
21209200;4.304888889;-74.793777778
23067070;5.008583333;-74.467111111
28025502;10.436;-73.248
37017040;7.203333333;-72.63388889
11120040;7.439;-77.115
23197700;7.160277778;-73.09305556
3206500058;3.518202778;-74.0063
3206500059;3.099722222;-73.733611111
55015020;4.958;-77.362
16027280;8.105277778;-72.58138889
1602500063;7.299;-72.746
2302500064;5.265055556;-75.143055556
2601700104;2.439472222;-76.574280556
2621500070;7.175363889;-75.766358333
2308500071;6.060275;-75.509513889
2901500072;9.672419444;-75.236458333
1303500074;8.508777778;-76.175416667
2805500075;9.238138889;-73.512916667
2801500078;10.860305556;-73.114222222
2401500080;5.634380556;-73.386469444
2403500081;5.749661111;-73.234922222
2403500082;5.506097222;-73.251052778
2403500084;5.758019444;-72.79485
3508700103;4.844166667;-73.223030556
56015040;7.104;-77.764
11035030;5.285;-76.628
2401500086;5.4417;-73.5522
3503500062;4.350355556;-73.711511111
11175000;5.529;-76.634
54027050;5.117;-76.666
54037050;4.693;-76.74
54057020;4.245;-77.022
12015100;7.94075;-76.69616667
11080010;6.559;-76.885
25020520;8.222;-75.468
1111500036;6.6363;-76.070733333
2302500037;5.139916667;-75.316638889
3507500046;4.976083333;-73.484027778
2301700089;5.134277778;-75.062055556
2120500050;5.158861111;-74.043444444
2202500051;3.2058;-75.6542
1508500053;12.339194444;-71.345080556
1501500054;11.230522222;-74.059786111
4403700097;1.784472222;-75.682527778
2612500038;4.556333333;-75.669555556
2801700088;10.712111111;-73.431166667
2604500039;3.178611111;-76.252777778
2403500041;5.78755;-73.081783333
2121500042;4.600222222;-75.336
2319500043;7.0568;-73.1094
1602500044;7.913166667;-72.803027778
3502700090;3.958169444;-73.295536111
2201500047;3.284138889;-75.80245
2121500048;4.418808333;-75.20585
2401500040;5.219558333;-73.784541667
2401700091;6.769888889;-73.224222222
3519700092;4.816419444;-72.30865
2401500052;5.796416667;-73.726666667
2125700094;4.873833333;-75.042583333
2904700095;10.776;-74.743686111
2305500055;5.372638889;-75.150138889
2319700096;7.692805556;-73.774055556
2636700098;4.2398;-76.049247222
2105700099;2.579305556;-75.987388889
3602700101;6.227680556;-71.618483333
5311500056;3.848308333;-76.987016667
2614500112;5.275944444;-75.800166667
3702500113;7.099138889;-72.300419444
3701500114;7.401216667;-72.550275
2633500119;3.882797222;-76.202125
5311500121;3.645194444;-76.56475
2603700157;2.514666667;-76.831472222
2119500111;4.212219444;-74.636830556
2615500122;5.017777778;-75.356583333
2319500125;7.649638889;-73.178361111
2613500126;4.885680556;-75.558080556
2612500130;4.633475;-75.568858333
2610500131;3.929055556;-75.940638889
2319500137;7.3102;-72.8762
2602700148;2.694361111;-76.752916667
2629700151;3.346305556;-76.589333333
1605700152;8.290761111;-73.3045
5311700154;3.814527778;-77.005416667
2119700147;4.242711111;-74.742869444
2314700159;6.854594444;-73.7674
2619700161;5.880972222;-75.90825
2120700146;4.85475;-74.04
1602500110;7.645111111;-72.799169444
2614500116;5.532161111;-75.768947222
3701500117;7.056497222;-72.790291667
1509500118;11.21015;-73.84445
2501500120;7.730194444;-75.851580556
2612500124;4.331361111;-75.684138889
2603500127;2.542913889;-76.852061111
5102500128;1.157833333;-77.9765
1206500136;10.400311111;-75.513280556
2405700149;6.793777778;-73.198638889
2633700150;3.894569444;-76.347022222
2502700153;9.1751;-74.730088889
2311700155;5.980258333;-74.594969444
2613700156;4.814113889;-75.917961111
2611700158;4.152194444;-76.290080556
1501700160;11.187080556;-74.096905556
2120700162;4.63825;-74.520027778
23085270;6.169;-75.426
26237040;7.287;-75.396
2308500068;6.133027778;-75.275266667
27015330;6.221;-75.589
12017020;7.571583333;-76.71055556
23050420;5.731138889;-75.13852778
1117500060;5.514722222;-76.575833333
27015320;6.781083333;-75.560888889
26247020;7.962;-75.196
25027770;8.306;-75.239
25027200;8.387;-74.563
25027750;8.655;-75.131
1303500129;8.942472222;-75.450833333
25027180;9.039;-74.768
13085030;9.370777778;-75.94930556
25020440;9.402;-75.016
35035100;4.137388889;-73.625
3505500061;4.506638889;-73.347111111
35227070;4.783055556;-71.34536111
42077020;1.26;-70.239
44035050;1.499722222;-75.661
21057060;2.460444444;-75.76113889
28017140;10.82697222;-73.06544444
29015040;9.71575;-75.10641667
32067030;3.792666667;-73.92247222
52025080;1.962777778;-77.12027778
47017170;0.489222222;-76.835972222
21208480;4.633;-74.15
57015010;4.096;-81.609
21202200;4.575;-74.072
21205526;4.691;-74.389
21205524;5.075;-74.057
35077320;5.11;-73.393
24017250;5.383;-73.717
21205505;4.97;-73.918
24015506;5.449;-73.769
35077080;4.985;-73.463
21207714;5.0;-74.132
21205506;5.025;-74.153
24015504;5.536;-73.641
24025506;6.547;-73.128
35077310;5.053;-73.531
24017705;5.624;-73.792
24015510;6.355;-73.239
21205507;4.73;-74.431
24017706;5.696;-73.754
24015509;5.762;-73.445
21207702;4.493;-74.543
35077150;5.191;-73.386
24035507;5.982444444;-72.71044444
24015513;5.997;-73.673
21205503;4.523;-74.406
23065504;4.872;-74.573
24010390;5.305;-73.619
24017330;5.326;-73.764
23065505;5.34;-74.495
24017704;4.308;-74.282
21197430;4.367;-74.3
52057080;1.035;-77.313
21195502;4.145;-74.428
25015020;7.931;-75.554
23145501;6.699;-73.513
14017001;10.235;-75.741
17017001;12.599;-81.689
36037020;6.486738889;-70.13429444
16015502;7.564997222;-72.62110833
24035501;6.70155;-73.06749167
21202250;4.5;-74.133
21205513;4.505;-74.184
21202210;4.506;-74.086
35075090;5.083;-73.65
24015501;5.882777778;-73.57333056
54035501;4.726388889;-76.11446944
53115501;3.610441667;-76.63785833
21209170;5.15;-73.667
23025501;5.163913889;-75.11740833
21205521;4.738;-73.936
35077180;4.763;-73.293
21205518;5.171;-74.016
21205516;5.173;-73.852
21205527;5.198;-73.805
21206900;4.45;-74.1
21205519;4.452;-74.272
21202230;4.467;-74.117
24017703;5.198;-73.805
21205525;5.229;-73.585
21205512;4.469;-74.079
21205514;4.469;-74.079
21205517;4.788;-74.05
21205523;4.788;-74.05
21206780;4.617;-74.317
26115501;4.213611111;-76.31497222
21202240;4.633;-74.05
21237060;4.633;-74.65
26155502;4.991111111;-75.59749722
26145506;4.986358333;-75.84574722
21205511;5.001;-73.733
23065160;5.017;-74.333
21206890;4.65;-74.017
21205480;5.033;-73.717
24015508;4.308;-74.282
23025502;5.044997222;-75.33221944
21202220;4.617;-74.05
24015340;5.283;-73.9
21209940;4.533;-74.117
23065506;4.861;-74.405
22045502;3.95;-75.66666667
23065502;5.330266667;-74.40156111
21202180;4.543;-74.156
21206810;4.55;-74.233
35025502;4.56;-74.0
21201980;4.567;-74.05
21202170;4.567;-74.167
24015507;5.392;-73.854
21205522;4.918;-74.029
21205509;4.397;-74.628
21205515;4.7;-74.174
52035501;1.615555556;-77.10971944
21015501;1.777527778;-76.19163889
21015502;1.851416667;-76.30433056
21017080;1.905;-76.401
26065502;2.750555556;-76.57916667
21105501;2.595027778;-75.22852778
23085501;6.061941667;-75.18666667
26035501;2.401941667;-76.73833056
26135503;4.971944444;-75.65221944
24015503;6.373027778;-73.20760833
16025503;7.923163889;-72.83375556
16025502;7.739166667;-72.78055278
16025501;7.519455556;-72.79790278
26065501;3.215580556;-76.68021944
26155503;4.989722222;-75.58971944
26125508;4.7475;-75.73805556
26125504;4.395555556;-75.73416667
26125506;4.518333333;-75.7925
24055501;6.863566667;-73.38411667
16035501;8.151169444;-72.86776667
16055501;8.412497222;-73.33944167
28025501;9.533055556;-73.18033056
21195501;4.363052778;-74.43527778
36015501;5.872219444;-72.11944167
28045501;10.42166667;-73.57471944
26155505;5.070275;-75.68555278
23065503;4.95;-74.4
35025501;4.297941667;-73.87238889
26125505;4.501111111;-75.67138889
21065501;2.325552778;-75.50972222
24015502;6.088602778;-73.44859722
21035501;1.763191667;-75.93224722
21045501;2.041941667;-76.01191667
21085501;2.762997222;-75.61144167
53115502;3.809163889;-76.53305556
21055501;2.345830556;-75.87805556
21115501;2.960666667;-75.02849722
26125503;4.285;-75.9025
26055501;3.738388889;-76.22083056
11025501;5.888719444;-76.14516667
21205502;4.544997222;-74.44055556
52015501;2.125191667;-77.19266667
26165502;5.6;-75.84972222
26085501;5.001330556;-75.998
26145505;4.979219444;-75.83555556
26145501;5.105055556;-75.93305556
52055501;1.254722222;-77.48777778
52055502;1.300888889;-77.46035833
24025504;6.14;-73.099
26125502;4.297558333;-75.86396111
26145503;5.231330556;-75.77961667
26125507;4.671388889;-75.77721944
26145504;5.325552778;-75.812775
36037030;6.626441667;-71.83421389
36027060;6.382125;-71.91376389
29065501;10.89785833;-74.08156667
11115501;6.748275;-76.03155556
26145507;5.038;-75.80599722
37015501;7.296058333;-72.49772778
26185501;5.677719444;-75.34780556
26125509;4.299444444;-75.72508056
44035501;1.573819444;-75.3402
21215501;4.45;-75.25
21255501;4.895;-75.04
21165501;3.537155556;-74.82982778
26195501;5.660108333;-75.91413889
26215501;6.042441667;-75.92149722
26205501;5.625830556;-75.70527778
27015501;6.580958333;-75.11487778
26145508;5.094972222;-75.79174722
26135501;4.868333333;-75.79333333
26135502;4.911944444;-75.62416389
26195502;5.868666667;-75.99044167
26075501;3.291469444;-76.17735833
23065501;5.129127778;-74.15769722
21205501;4.718611111;-74.45527778
32075501;3.51995;-74.08978611
23015501;5.155638889;-75.00313611
22025501;3.416666667;-75.63305556
21185501;4.266666667;-75.28305556
21165502;3.955641667;-74.59178611
23055501;5.317497222;-74.99610833
26175501;5.45;-75.63305556
26165501;5.433333333;-75.5
26125501;4.204416667;-75.76866667
23055502;5.383333333;-75.06638889
24025501;6.493052778;-73.22111111
44015501;1.084997222;-76.70763889
26175502;5.7;-75.65999722
52025501;2.092941667;-76.81202778
23195501;7.099441667;-73.06638611
23125501;5.657130556;-73.96032778
26125720;4.402047222;-75.716025
56125730;4.62325;-75.430961111
26125740;4.632777778;-75.459444444
26125760;4.481666667;-75.635277778
2120000099;4.749;-74.081
2120700037;4.556;-74.125
2120000102;4.635;-74.205
2120000104;4.813;-74.031
2120700038;4.562;-74.149
2120000100;4.652;-74.075
2120000101;4.581;-74.178
2120000103;4.733;-74.019
2120000105;4.763;-74.022
2120000106;4.512;-74.164
2120000107;4.536;-74.106
2120000108;4.675;-74.114
2120000109;4.72;-74.108
